,length_url,length_domain,ip_address,number_of_hyphens,number_of_dots,number_of_dollar_sign,length_path
923,38.0,18.0,0.0,4.0,3.0,0.0,15.0
924,43.0,22.0,0.0,5.0,1.0,0.0,30.0
925,35.0,13.0,0.0,6.0,2.0,0.0,92.0
926,62.0,41.0,0.0,4.0,4.0,0.0,1.0
927,87.0,23.0,0.0,5.0,4.0,0.0,23.0
928,23.0,20.0,0.0,4.0,1.0,0.0,57.0
929,33.0,25.0,0.0,4.0,2.0,0.0,24.0
930,62.0,22.0,0.0,5.0,1.0,0.0,25.0
931,43.0,14.0,0.0,4.0,4.0,0.0,21.0
932,51.0,9.0,0.0,4.0,2.0,0.0,33.0
933,44.0,16.0,0.0,5.0,2.0,0.0,110.0
934,96.0,52.0,0.0,8.0,2.0,0.0,21.0
935,68.0,34.0,0.0,4.0,2.0,0.0,1.0
936,68.0,12.0,0.0,6.0,4.0,0.0,10.0
937,32.0,21.0,0.0,3.0,3.0,0.0,14.0
938,24.0,15.0,0.0,3.0,1.0,0.0,1.0
939,51.0,20.0,0.0,4.0,4.0,0.0,1.0
940,53.0,16.0,0.0,3.0,3.0,0.0,110.0
941,59.0,11.0,0.0,6.0,2.0,0.0,1.0
942,33.0,17.0,0.0,3.0,3.0,0.0,31.0
943,79.0,17.0,0.0,5.0,3.0,0.0,47.0
944,79.0,21.0,0.0,5.0,4.0,0.0,34.0
945,66.0,25.0,0.0,4.0,3.0,0.0,14.0
946,40.0,18.0,0.0,6.0,1.0,0.0,8.0
947,63.0,9.0,0.0,3.0,2.0,0.0,1.0
948,67.0,66.0,0.0,3.0,3.0,0.0,15.0
949,46.0,14.0,0.0,5.0,1.0,0.0,21.0
950,105.0,15.0,0.0,5.0,8.0,0.0,37.0
951,67.0,141.0,0.0,4.0,1.0,0.0,120.0
952,69.0,32.0,0.0,8.0,1.0,0.0,17.0
953,42.0,15.0,0.0,4.0,3.0,0.0,10.0
954,61.0,18.0,0.0,5.0,2.0,0.0,37.0
955,32.0,22.0,0.0,3.0,2.0,0.0,7.0
956,75.0,31.0,0.0,4.0,4.0,0.0,15.0
957,42.0,11.0,0.0,4.0,2.0,0.0,8.0
958,112.0,30.0,0.0,6.0,2.0,0.0,1.0
959,24.0,41.0,0.0,3.0,1.0,0.0,21.0
960,36.0,21.0,0.0,3.0,3.0,0.0,26.0
961,40.0,20.0,0.0,5.0,1.0,0.0,183.0
962,69.0,19.0,0.0,7.0,2.0,0.0,78.0
963,59.0,34.0,0.0,7.0,2.0,0.0,1.0
964,37.0,18.0,0.0,4.0,1.0,0.0,88.0
965,28.0,28.0,0.0,3.0,4.0,0.0,1.0
966,26.0,17.0,0.0,3.0,2.0,0.0,1.0
967,72.0,16.0,0.0,5.0,3.0,0.0,14.0
968,54.0,22.0,0.0,5.0,1.0,0.0,16.0
969,36.0,29.0,0.0,4.0,2.0,0.0,94.0
970,22.0,22.0,0.0,3.0,2.0,0.0,9.0
971,159.0,20.0,0.0,6.0,6.0,0.0,15.0
972,35.0,15.0,0.0,5.0,3.0,0.0,10.0
973,212.0,15.0,0.0,8.0,12.0,0.0,12.0
974,35.0,14.0,1.0,3.0,2.0,0.0,9.0
975,100.0,19.0,0.0,5.0,3.0,0.0,85.0
976,66.0,39.0,0.0,9.0,1.0,0.0,43.0
977,29.0,16.0,0.0,4.0,2.0,0.0,1.0
978,34.0,16.0,0.0,3.0,3.0,0.0,8.0
979,61.0,16.0,0.0,3.0,3.0,0.0,23.0
980,60.0,22.0,0.0,4.0,2.0,0.0,30.0
981,77.0,20.0,0.0,4.0,5.0,0.0,53.0
982,48.0,14.0,0.0,3.0,3.0,0.0,99.0
983,53.0,12.0,1.0,6.0,2.0,0.0,1.0
984,90.0,22.0,0.0,4.0,3.0,0.0,7.0
985,27.0,17.0,0.0,2.0,2.0,0.0,34.0
986,130.0,24.0,0.0,9.0,3.0,0.0,0.0
987,56.0,16.0,0.0,3.0,3.0,0.0,1.0
988,18.0,17.0,0.0,3.0,1.0,0.0,1.0
989,25.0,29.0,0.0,3.0,2.0,0.0,25.0
990,79.0,32.0,0.0,5.0,2.0,0.0,17.0
991,65.0,20.0,0.0,4.0,1.0,0.0,1.0
992,31.0,26.0,0.0,3.0,3.0,0.0,38.0
993,62.0,17.0,0.0,5.0,2.0,0.0,1.0
994,49.0,26.0,0.0,5.0,1.0,0.0,61.0
995,57.0,19.0,0.0,5.0,2.0,0.0,24.0
996,50.0,44.0,0.0,6.0,1.0,0.0,0.0
997,104.0,13.0,0.0,4.0,1.0,0.0,31.0
998,29.0,16.0,0.0,4.0,2.0,0.0,110.0
999,23.0,19.0,0.0,2.0,2.0,0.0,52.0
1000,38.0,16.0,0.0,4.0,2.0,0.0,19.0
1001,31.0,15.0,1.0,3.0,2.0,0.0,26.0
1002,41.0,21.0,0.0,6.0,4.0,0.0,44.0
1003,27.0,20.0,0.0,2.0,1.0,0.0,71.0
1004,29.0,21.0,0.0,3.0,1.0,0.0,5.0
1005,70.0,16.0,0.0,5.0,1.0,0.0,14.0
1006,61.0,36.0,0.0,5.0,1.0,0.0,49.0
1007,87.0,22.0,0.0,8.0,2.0,0.0,18.0
1008,102.0,13.0,0.0,7.0,3.0,0.0,1.0
1009,114.0,23.0,0.0,8.0,4.0,0.0,12.0
1010,59.0,13.0,0.0,4.0,1.0,0.0,8.0
1011,82.0,27.0,0.0,6.0,3.0,0.0,30.0
1012,25.0,26.0,0.0,3.0,1.0,0.0,0.0
1013,123.0,12.0,0.0,9.0,6.0,0.0,42.0
1014,39.0,19.0,0.0,4.0,2.0,0.0,1.0
1015,65.0,23.0,0.0,8.0,2.0,0.0,17.0
1016,30.0,22.0,0.0,3.0,2.0,0.0,51.0
1017,95.0,11.0,0.0,5.0,3.0,0.0,8.0
1018,69.0,20.0,0.0,6.0,2.0,0.0,29.0
1019,28.0,19.0,0.0,4.0,1.0,0.0,15.0
1020,53.0,11.0,0.0,4.0,1.0,0.0,1.0
1021,75.0,25.0,0.0,4.0,3.0,0.0,32.0
1022,47.0,24.0,0.0,5.0,2.0,0.0,1.0
1023,40.0,23.0,0.0,3.0,1.0,0.0,36.0
1024,53.0,24.0,0.0,4.0,1.0,0.0,1.0
1025,286.0,18.0,0.0,3.0,4.0,0.0,8.0
1026,48.0,16.0,0.0,7.0,2.0,0.0,16.0
1027,32.0,7.0,0.0,4.0,2.0,0.0,1.0
1028,272.0,20.0,0.0,8.0,9.0,0.0,26.0
1029,21.0,66.0,0.0,3.0,1.0,0.0,21.0
1030,72.0,117.0,0.0,8.0,1.0,0.0,31.0
1031,53.0,13.0,1.0,3.0,3.0,0.0,21.0
1032,40.0,10.0,0.0,4.0,3.0,0.0,16.0
1033,36.0,17.0,0.0,4.0,2.0,0.0,1.0
1034,39.0,24.0,0.0,4.0,1.0,0.0,6.0
1035,184.0,17.0,0.0,8.0,1.0,0.0,1.0
1036,476.0,19.0,0.0,8.0,11.0,0.0,10.0
1037,45.0,25.0,0.0,5.0,2.0,0.0,1.0
1038,41.0,18.0,0.0,4.0,2.0,0.0,9.0
1039,23.0,13.0,0.0,3.0,1.0,0.0,9.0
1040,28.0,29.0,0.0,3.0,2.0,0.0,28.0
1041,36.0,13.0,0.0,5.0,1.0,0.0,49.0
1042,60.0,17.0,0.0,7.0,2.0,0.0,24.0
1043,209.0,20.0,0.0,6.0,4.0,0.0,42.0
1044,147.0,16.0,0.0,4.0,4.0,0.0,20.0
1045,24.0,19.0,0.0,3.0,2.0,0.0,41.0
1046,133.0,10.0,0.0,10.0,3.0,0.0,20.0
1047,90.0,31.0,0.0,8.0,3.0,0.0,14.0
1048,25.0,15.0,0.0,3.0,2.0,0.0,13.0
1049,68.0,19.0,0.0,8.0,4.0,0.0,0.0
1050,23.0,4.0,0.0,3.0,1.0,0.0,7.0
1051,57.0,26.0,0.0,5.0,2.0,0.0,22.0
1052,182.0,14.0,0.0,5.0,3.0,0.0,29.0
1053,36.0,15.0,0.0,5.0,1.0,0.0,77.0
1054,42.0,16.0,0.0,6.0,3.0,0.0,13.0
1055,85.0,8.0,0.0,4.0,2.0,0.0,9.0
1056,87.0,29.0,0.0,5.0,3.0,0.0,11.0
1057,44.0,16.0,0.0,5.0,1.0,0.0,1.0
1058,30.0,15.0,0.0,3.0,2.0,0.0,121.0
1059,22.0,18.0,0.0,3.0,3.0,0.0,3.0
1060,78.0,22.0,0.0,9.0,5.0,0.0,29.0
1061,113.0,23.0,0.0,5.0,4.0,0.0,9.0
1062,43.0,70.0,0.0,3.0,3.0,0.0,21.0
1063,40.0,32.0,0.0,3.0,2.0,0.0,30.0
1064,61.0,15.0,0.0,5.0,1.0,0.0,1.0
1065,96.0,30.0,0.0,5.0,3.0,0.0,0.0
1066,41.0,17.0,0.0,5.0,1.0,0.0,51.0
1067,82.0,27.0,0.0,5.0,4.0,0.0,25.0
1068,45.0,27.0,0.0,4.0,2.0,0.0,21.0
1069,50.0,21.0,0.0,7.0,2.0,0.0,7.0
1070,77.0,9.0,0.0,3.0,3.0,0.0,8.0
1071,52.0,141.0,0.0,6.0,3.0,0.0,120.0
1072,66.0,19.0,0.0,4.0,2.0,0.0,30.0
1073,46.0,53.0,0.0,5.0,3.0,0.0,21.0
1074,40.0,24.0,0.0,5.0,1.0,0.0,89.0
1075,18.0,19.0,0.0,3.0,2.0,0.0,12.0
1076,39.0,15.0,0.0,4.0,2.0,0.0,9.0
1077,57.0,17.0,0.0,4.0,3.0,0.0,18.0
1078,53.0,17.0,0.0,6.0,1.0,0.0,35.0
1079,20.0,18.0,0.0,3.0,1.0,0.0,10.0
1080,79.0,18.0,0.0,4.0,3.0,2.0,24.0
1081,24.0,12.0,0.0,3.0,2.0,0.0,1.0
1082,40.0,23.0,0.0,3.0,3.0,0.0,36.0
1083,24.0,24.0,0.0,3.0,1.0,0.0,10.0
1084,54.0,20.0,0.0,4.0,1.0,0.0,58.0
1085,47.0,17.0,0.0,7.0,1.0,0.0,19.0
1086,153.0,20.0,0.0,5.0,2.0,0.0,1.0
1087,65.0,11.0,0.0,4.0,1.0,0.0,91.0
1088,43.0,13.0,0.0,5.0,2.0,0.0,23.0
1089,55.0,25.0,0.0,5.0,2.0,0.0,11.0
1090,45.0,19.0,0.0,5.0,1.0,0.0,11.0
1091,26.0,23.0,0.0,4.0,1.0,0.0,15.0
1092,25.0,21.0,0.0,2.0,2.0,0.0,1.0
1093,70.0,28.0,0.0,5.0,3.0,0.0,1.0
1094,116.0,5.0,0.0,8.0,3.0,0.0,1.0
1095,19.0,22.0,0.0,3.0,1.0,0.0,30.0
1096,176.0,19.0,0.0,7.0,3.0,0.0,21.0
1097,36.0,7.0,0.0,3.0,2.0,0.0,18.0
1098,55.0,33.0,0.0,3.0,3.0,0.0,1.0
1099,42.0,6.0,0.0,3.0,1.0,0.0,13.0
1100,41.0,18.0,0.0,6.0,1.0,0.0,30.0
1101,42.0,20.0,0.0,3.0,3.0,0.0,30.0
1102,40.0,19.0,0.0,5.0,1.0,0.0,50.0
1103,32.0,21.0,0.0,3.0,1.0,0.0,6.0
1104,78.0,16.0,0.0,5.0,1.0,0.0,29.0
1105,39.0,12.0,0.0,5.0,1.0,0.0,36.0
1106,31.0,12.0,0.0,4.0,1.0,0.0,29.0
1107,30.0,52.0,0.0,3.0,1.0,0.0,21.0
1108,21.0,19.0,0.0,3.0,1.0,0.0,6.0
1109,45.0,18.0,0.0,3.0,3.0,0.0,15.0
1110,88.0,17.0,0.0,5.0,5.0,0.0,59.0
1111,131.0,14.0,0.0,14.0,1.0,0.0,5.0
1112,43.0,27.0,0.0,4.0,3.0,0.0,18.0
1113,34.0,17.0,0.0,3.0,1.0,0.0,21.0
1114,53.0,16.0,0.0,4.0,2.0,0.0,1.0
1115,78.0,147.0,0.0,4.0,3.0,0.0,120.0
1116,21.0,21.0,0.0,3.0,1.0,0.0,1.0
1117,47.0,15.0,0.0,5.0,2.0,0.0,54.0
1118,34.0,21.0,0.0,4.0,2.0,0.0,1.0
1119,30.0,14.0,0.0,3.0,1.0,0.0,43.0
1120,45.0,19.0,0.0,5.0,2.0,0.0,15.0
1121,45.0,25.0,0.0,3.0,2.0,0.0,65.0
1122,81.0,23.0,0.0,3.0,3.0,0.0,5.0
1123,81.0,66.0,0.0,5.0,8.0,0.0,21.0
1124,45.0,20.0,0.0,7.0,2.0,0.0,11.0
1125,22.0,17.0,0.0,3.0,2.0,0.0,39.0
1126,64.0,21.0,0.0,5.0,1.0,0.0,10.0
1127,49.0,15.0,0.0,3.0,3.0,0.0,13.0
1128,58.0,30.0,0.0,4.0,2.0,0.0,44.0
1129,49.0,12.0,0.0,5.0,2.0,0.0,37.0
1130,144.0,19.0,0.0,9.0,4.0,0.0,21.0
1131,28.0,51.0,0.0,4.0,1.0,0.0,120.0
1132,54.0,24.0,0.0,4.0,3.0,0.0,14.0
1133,74.0,15.0,0.0,4.0,3.0,0.0,34.0
1134,39.0,43.0,0.0,4.0,2.0,0.0,21.0
1135,207.0,7.0,0.0,9.0,12.0,0.0,39.0
1136,84.0,25.0,0.0,6.0,4.0,0.0,10.0
1137,39.0,21.0,0.0,5.0,1.0,0.0,39.0
1138,41.0,19.0,0.0,5.0,1.0,0.0,1.0
1139,31.0,16.0,0.0,5.0,1.0,0.0,33.0
1140,116.0,42.0,0.0,4.0,3.0,0.0,21.0
1141,50.0,73.0,0.0,6.0,1.0,0.0,1.0
1142,75.0,20.0,0.0,5.0,2.0,0.0,71.0
1143,85.0,35.0,0.0,6.0,4.0,0.0,33.0
1144,51.0,8.0,0.0,2.0,2.0,0.0,12.0
1145,40.0,23.0,0.0,5.0,2.0,0.0,41.0
1146,45.0,21.0,0.0,3.0,3.0,0.0,1.0
1147,50.0,19.0,0.0,6.0,2.0,0.0,1.0
1148,95.0,24.0,0.0,4.0,2.0,0.0,43.0
1149,1153.0,22.0,0.0,3.0,1.0,0.0,23.0
1150,44.0,18.0,0.0,4.0,2.0,0.0,14.0
1151,122.0,26.0,0.0,3.0,5.0,0.0,12.0
1152,64.0,12.0,0.0,3.0,3.0,0.0,75.0
1153,20.0,68.0,0.0,3.0,1.0,0.0,1.0
1154,71.0,20.0,0.0,6.0,3.0,0.0,44.0
1155,35.0,13.0,1.0,3.0,2.0,0.0,9.0
1156,42.0,25.0,0.0,5.0,2.0,0.0,37.0
1157,61.0,12.0,0.0,5.0,1.0,0.0,0.0
1158,169.0,25.0,0.0,8.0,7.0,0.0,6.0
1159,40.0,21.0,0.0,3.0,2.0,0.0,40.0
1160,195.0,13.0,0.0,3.0,2.0,0.0,1.0
1161,105.0,30.0,0.0,5.0,8.0,0.0,30.0
1162,46.0,7.0,0.0,5.0,3.0,0.0,48.0
1163,34.0,30.0,0.0,3.0,2.0,0.0,1.0
1164,22.0,27.0,0.0,3.0,1.0,0.0,51.0
1165,64.0,20.0,0.0,4.0,2.0,0.0,11.0
1166,43.0,10.0,0.0,4.0,2.0,0.0,54.0
1167,67.0,13.0,0.0,4.0,3.0,0.0,1.0
1168,48.0,18.0,0.0,3.0,3.0,0.0,1.0
1169,32.0,19.0,0.0,4.0,2.0,0.0,13.0
1170,47.0,18.0,0.0,5.0,2.0,0.0,16.0
